-5.123696804046630859e+00,1.162810444831848145e+00,5.436070561408996582e-01,1.225012421607971191e+00,-3.844398498535156250e+00,6.688781738281250000e+00,3.208720684051513672e+00,1.838796019554138184e+00,-5.928625106811523438e+00,-3.915629625320434570e+00
6.267018318176269531e-01,-5.042174816131591797e+00,1.135502457618713379e+00,3.481539726257324219e+00,-3.451552867889404297e+00,-6.212681531906127930e-01,-1.207479164004325867e-01,2.035089969635009766e+00,-2.304044723510742188e+00,-1.983745932579040527e+00
2.183817625045776367e+00,-6.704448223114013672e+00,-1.168293952941894531e+00,-1.203905940055847168e+00,-1.491049408912658691e+00,3.941440820693969727e+00,6.200187653303146362e-02,-6.568847298622131348e-01,-9.167842566967010498e-02,3.338205814361572266e+00
-1.086501836776733398e+00,-4.964764595031738281e+00,-1.999255895614624023e+00,4.060106277465820312e+00,-3.751643002033233643e-01,-2.004305601119995117e+00,-1.688847318291664124e-02,2.971601486206054688e+00,5.576736330986022949e-01,2.218263447284698486e-01
2.359099388122558594e+00,-3.438532352447509766e-01,-5.665624737739562988e-01,4.350803375244140625e+00,-5.395605087280273438e+00,5.731083869934082031e+00,6.471123695373535156e-01,-9.148586392402648926e-01,3.694385290145874023e+00,5.065569400787353516e+00
-7.919036149978637695e-01,-4.642746448516845703e+00,-2.205496549606323242e+00,4.091873645782470703e+00,-8.328598141670227051e-01,-2.023298501968383789e+00,1.413564831018447876e-01,3.279944896697998047e+00,6.337897777557373047e-01,1.378620624542236328e+00
-1.155606985092163086e+00,-3.519035100936889648e+00,-2.605020046234130859e+00,9.959309697151184082e-01,-3.015050649642944336e+00,-2.127170264720916748e-01,3.533381938934326172e+00,2.499879449605941772e-01,-4.038486629724502563e-02,4.751663208007812500e+00
2.140034675598144531e+00,-8.270490765571594238e-01,2.084020972251892090e-01,4.924577713012695312e+00,-5.176054477691650391e+00,5.837174415588378906e+00,6.311048865318298340e-01,-1.142978787422180176e+00,4.099858283996582031e+00,4.185954570770263672e+00
5.277043819427490234e+00,-4.408344924449920654e-01,-1.815630674362182617e+00,-1.912674665451049805e+00,-3.437964200973510742e+00,1.118746161460876465e+00,1.480388522148132324e+00,-1.268429636955261230e+00,3.479298949241638184e-02,-2.359499454498291016e+00
-2.840291023254394531e+00,1.218684911727905273e+00,-2.997144937515258789e+00,1.676342785358428955e-01,-2.822607994079589844e+00,5.186907768249511719e+00,4.998928546905517578e+00,9.588065147399902344e-01,-3.224884271621704102e+00,-1.933581590652465820e+00
