-2.293656349182128906e+00,-1.656548619270324707e+00,7.492702007293701172e-01,-6.442097425460815430e-01,-2.024267435073852539e+00,-1.546439170837402344e+00,-3.158334791660308838e-01,-2.141553163528442383e+00,8.689720034599304199e-01,-1.243009924888610840e+00,8.043028414249420166e-02,5.047206878662109375e-01,-1.726714611053466797e+00,-2.518960714340209961e+00,7.654712796211242676e-01
-7.084626555442810059e-01,-2.387811422348022461e+00,-2.708354294300079346e-01,2.220583915710449219e+00,-3.216672658920288086e+00,1.507906764745712280e-01,7.164174318313598633e-01,2.882471680641174316e-02,5.795076489448547363e-01,6.001622676849365234e-01,1.788445264101028442e-01,-3.519675493240356445e+00,7.879721522331237793e-01,-5.770733952522277832e-01,-1.031461834907531738e+00
5.165199637413024902e-01,-1.618082404136657715e+00,-1.351643800735473633e+00,-1.256503701210021973e+00,-2.481761693954467773e+00,-2.801099717617034912e-01,-1.137314796447753906e+00,-2.813502311706542969e+00,1.638638734817504883e+00,-1.153582572937011719e+00,-2.080122381448745728e-01,7.457616738975048065e-03,8.395496606826782227e-01,-3.238433837890625000e+00,-1.412615180015563965e+00
1.393867492675781250e+00,-4.609609022736549377e-02,3.849395215511322021e-01,7.773039340972900391e-01,-9.987004995346069336e-01,2.228831499814987183e-01,-2.263227462768554688e+00,-9.169052243232727051e-01,-1.792234420776367188e+00,-6.186422705650329590e-01,1.267415761947631836e+00,-8.059111237525939941e-01,-5.681511163711547852e-01,5.329572558403015137e-01,5.326975136995315552e-02
2.195945739746093750e+00,6.866828799247741699e-01,-1.860579371452331543e+00,-5.431932210922241211e-01,-7.984676957130432129e-01,1.374633669853210449e+00,-2.256515264511108398e+00,8.073388934135437012e-01,-4.032887220382690430e-01,1.043249964714050293e+00,-2.386785984039306641e+00,-2.668378502130508423e-02,-5.161778330802917480e-01,1.190221548080444336e+00,-1.920285224914550781e+00
1.278423905372619629e+00,4.157200753688812256e-01,6.132465004920959473e-01,7.796372771263122559e-01,-1.895829439163208008e+00,1.925495862960815430e-01,-1.038254737854003906e+00,-1.230904698371887207e+00,-6.421780586242675781e-01,-1.919653564691543579e-01,1.355431675910949707e+00,-1.430794239044189453e+00,7.431638985872268677e-02,1.374958992004394531e+00,2.931648492813110352e-01
-7.313827872276306152e-01,-1.458922505378723145e+00,1.961327046155929565e-01,-1.260582089424133301e+00,-2.560238838195800781e-01,1.578838467597961426e+00,-4.747805595397949219e-01,-1.016046285629272461e+00,-2.878855466842651367e-01,-1.350773096084594727e+00,-5.258557796478271484e-01,-1.342243075370788574e+00,-9.180430173873901367e-01,1.069188594818115234e+00,-8.644665479660034180e-01
2.028975963592529297e+00,1.498192191123962402e+00,-1.039023637771606445e+00,-6.607523560523986816e-01,-2.407110214233398438e+00,1.000220894813537598e+00,-1.112449645996093750e+00,1.360899329185485840e+00,-5.453933477401733398e-01,1.278957486152648926e+00,-2.703294754028320312e+00,3.798403739929199219e-01,3.088222146034240723e-01,1.659799098968505859e+00,-1.316796898841857910e+00
1.561099290847778320e+00,1.731736063957214355e-01,6.056993603706359863e-01,2.726380527019500732e-01,7.576380372047424316e-01,9.361350536346435547e-01,-1.368290066719055176e+00,-7.174916863441467285e-01,9.040482044219970703e-01,5.456873774528503418e-01,-5.712275505065917969e-01,1.789189934730529785e+00,1.458632349967956543e+00,1.424704670906066895e+00,1.533454656600952148e+00
-1.682978510856628418e+00,-2.095891475677490234e+00,-1.868011355400085449e-01,2.300026565790176392e-01,-3.884734392166137695e+00,9.839429259300231934e-01,7.771520614624023438e-01,-8.844600915908813477e-01,1.475488901138305664e+00,-1.310297966003417969e+00,1.655678153038024902e-01,-1.607783317565917969e+00,1.281765699386596680e+00,-3.149679422378540039e+00,-9.045294523239135742e-01
