x,y
-5.2075825,27.522799
1.0137153,22.551329
-1.8141059,29.139496
19.803192,18.124144
-5.592653,15.463939
22.978094,19.957067
-4.0769787,15.014098
-5.689989,15.3194
-1.7719028,3.7122567
-1.0155661,22.599691
-2.099774,19.354156
-2.31376,16.46077
-5.0497413,28.540901
-9.968761,27.285244
-4.7809424,15.084001
22.420893,21.215878
-2.6077154,25.431778
-8.29151,24.217646
-0.49412546,15.094929
19.953747,20.182611
1.309684,29.358425
-5.1235247,27.309158
24.229311,19.568007
-1.6348021,33.899925
20.967257,17.953764
-3.6599982,27.794367
18.292173,16.94806
-3.2203555,30.44307
20.350096,20.642609
-2.1310096,18.93318
20.14008,20.642084
22.083078,20.203941
22.251274,19.49735
22.829756,20.487923
-2.3516264,30.197474
-1.4447309,28.894571
22.977781,19.954725
20.465282,17.820297
-4.957438,14.348858
20.891739,19.312109
20.544125,20.050753
-1.1862881,3.8876367
22.5702,20.359947
18.401073,19.084244
22.239182,19.503866
19.591846,18.29776
19.780664,19.015621
20.544151,20.050781
19.934742,20.234488
21.84276,21.537209
-1.905569,3.4851384
20.765108,20.867315
22.201635,21.112299
19.77379,19.016924
23.800756,18.366726
-4.9735456,28.478683
23.300499,20.521606
-4.5233064,16.262577
-1.6177477,34.193836
-3.0376155,17.286852
21.758947,21.3131
23.028044,19.142443
20.961685,18.516762
22.031654,19.887043
-0.9625379,3.6210034
-4.2158422,20.351349
22.66654,19.588278
-4.892714,28.587101
22.094738,20.210861
-1.6296504,33.997616
-1.6177478,34.19384
-4.927779,28.420572
-1.8115102,3.103382
22.458084,18.360786
20.221123,18.49008
-3.8492634,14.905355
-4.848575,28.689203
19.803122,18.124199
20.594215,20.093424
-1.0147878,2.8715165
-1.6255019,34.116833
-5.4214854,17.195803
-3.8160217,21.186977
0.2457493,22.963835
-0.6012096,3.33417
-5.3120766,16.658083
-1.1862926,3.8876398
18.470905,17.14762
-1.6493578,2.9088683
-1.014787,2.8715174
-3.1871397,30.568678
-0.021296276,22.36417
-6.0715837,17.819962
0.24574961,22.963835
-1.6486558,2.9072883
-8.876866,23.367887
-1.7719023,3.7122629
0.8253167,22.499866
0.14170147,22.972412
-1.0428039,3.3628585
15.259107,-7.1614814
6.7525125,-8.249401
16.228441,3.7789793
19.592562,-8.248109
16.226912,-4.5750175
20.228157,-4.0193157
24.627396,-7.3913865
20.047338,-6.5919223
21.579313,1.1770555
16.170105,-13.601728
17.39706,5.268944
9.115695,-17.624498
21.80438,-10.767826
22.593233,-8.363639
16.884418,-17.690693
18.545069,-15.216705
6.490449,-15.474662
9.613427,-16.880169
16.83974,3.6675863
12.677734,-9.553871
21.579319,1.177055
16.745531,4.7527213
22.368885,-4.352186
11.584235,-16.58963
19.749119,-5.1003976
16.358877,-5.0838203
11.086653,-11.805853
9.610881,-7.9935727
12.677612,-9.5539055
16.884418,-17.690693
22.78472,4.25956
7.3302627,-8.753447
14.536967,-4.7964363
22.7459,-7.581937
16.94081,-5.0272455
24.309063,-7.2088413
7.1008716,-8.886693
18.155827,5.089793
17.500626,4.5672293
17.146706,-15.533957
15.810377,4.6530886
19.404099,-7.8844743
17.119427,-4.275859
15.615759,2.865003
18.508638,-10.224379
9.11042,-3.5002224
16.700567,4.9867334
18.700676,4.677488
18.062777,-2.2866623
17.14669,-15.533946
14.9654875,-7.2959375
21.481987,-7.4009805
-8.577465,17.377071
20.347095,-4.6736054
16.586634,4.3666687
15.549547,4.2906
13.748558,-8.359314
12.836663,-17.333675
19.018196,14.796827
5.2571535,-14.476341
22.049501,-9.311773
9.278419,-2.8776925
17.500818,4.5671506
21.777666,0.26827314
18.545155,-15.216733
20.302654,5.107743
18.151619,-4.134322
23.738445,-7.109815
9.290037,-3.0613346
8.2827835,-19.452034
17.245764,4.0222507
23.6105,-9.039348
15.689488,4.037633
17.80127,4.0930715
15.634294,4.1131744
15.300947,-8.566511
10.101374,-7.2242494
23.610498,-9.039346
16.320513,5.0042534
24.19517,-7.393464
22.526804,-4.803161
17.339462,3.0985231
20.763065,4.207841
13.748849,-8.360409
13.748772,-8.360746
19.699629,-3.1281955
8.12708,-18.978205
14.96555,-7.295896
18.545208,-15.216754
16.57052,6.077735
19.66578,-14.956501
10.210098,-3.3416345
22.667934,4.257619
7.922157,-16.51196
16.586634,4.366678
7.9221563,-16.511961
14.807411,-5.2364464
16.320517,5.0044317
8.961808,-16.45088
19.741262,-4.867737
-27.629833,-14.886592
-17.264807,3.9784265
-18.942219,1.787
-12.575991,1.1578547
-19.099545,2.5555913
-23.195885,-11.697671
-25.753216,-2.0517094
-15.987685,-1.4543463
-25.219297,-3.7769265
-27.623837,-14.844077
-25.122215,-18.985462
-27.870003,-14.895085
-27.897612,-14.436428
-24.502684,-4.067451
-27.256874,-16.422855
-27.659338,-15.581282
-12.378618,1.0363603
-25.219297,-3.7769244
-26.221205,-11.566445
-2.848601,3.1269588
-25.521677,-5.0605807
-18.517143,-14.429452
-23.225723,-11.925254
-21.43317,-16.672255
-21.791948,-16.70316
-25.62065,-6.604544
-25.128279,-2.4959416
-19.8115,-17.432854
-19.8115,-17.432856
-19.877363,-18.154198
-19.906412,-17.55239
-13.133879,-12.676709
-18.897854,-4.7143726
-21.480806,-16.91586
-20.048906,-17.943022
-18.99849,-17.849833
-19.875856,-18.155834
-19.958849,-1.3876358
-17.815725,-17.326399
-19.294495,-16.787657
-22.852482,-0.18075645
-19.036634,-17.57454
-19.137983,-18.178133
-19.137987,-18.178175
-19.036633,-17.57454
-22.32317,0.7878577
-28.255274,-16.21161
-11.935408,-9.600282
-21.873652,-5.8413982
-18.988523,-15.085324
-20.252687,-3.5310783
-6.282507,14.622604
-26.466042,-4.217551
-17.13032,-1.4440818
-12.409398,-7.9187393
-18.638868,1.2214092
-14.707533,-3.725462
-14.707532,-3.7254624
-23.718191,-11.991333
-23.095917,-8.981171
-12.144605,-8.639846
-19.971794,1.9964482
-23.784523,-10.019065
-19.667253,-7.4532747
-8.616866,17.386827
-19.149055,-6.663032
-21.189623,-0.5083434
-23.072079,-10.565558
-24.802864,-1.8569529
-18.489979,0.23771767
-25.876247,-14.749384
-19.308306,3.0090997
-24.41575,-3.4644792
21.299534,6.53823
-21.455746,0.61162126
21.309677,6.56803
-23.594906,-9.185682
-12.03282,-9.033183
-11.994043,-8.982156
-18.893198,-8.164228
-24.877172,-11.971395
-26.374556,-17.872196
-24.72874,-10.98444
-24.728739,-10.984443
-14.6569,-2.499557
-24.728743,-10.984452
-23.601347,-11.231439
-14.576714,-2.6979392
-24.612904,-3.89915
-15.236296,-1.7238647
-15.021429,-1.1297034
-17.55547,3.154823
-25.620651,-6.6045475
-19.948723,-3.5793922
-20.946592,-4.0363007
22.634945,-3.5120656
-12.896527,0.9758606
-18.170012,3.340918
8.926521,-3.597121
-22.383827,0.32716453
21.781898,-6.6968975
18.545202,-15.216708
12.836718,-17.333405
14.01374,-10.1330185
-0.5879442,15.116556
8.553051,-8.769692
12.836662,-17.333675
7.3063316,-8.692996
13.869122,-0.8748524
21.58467,-8.865343
18.13953,-11.091175
23.875702,-6.015146
21.514324,-4.8872766
21.826424,-5.911079
13.615145,-17.257008
16.940794,-5.027262
6.7209244,-15.479371
9.819659,-8.135743
9.613427,-16.880167
15.963885,-11.1802025
23.944168,-5.9391575
17.480885,-6.9919815
22.595076,-10.401136
13.869128,-0.8748698
14.523275,-5.4396586
14.475053,-10.051217
10.626859,-9.349077
14.06546,-9.806516
14.475124,-10.047825
14.983654,-13.6914215
14.475042,-10.051097
12.359935,-12.1772785
18.633715,-8.477478
22.86855,-8.957741
15.627161,3.2640393
13.433275,-12.576473
13.283518,5.1790133
21.514526,-4.887312
11.386229,-14.216498
15.278132,-8.578326
12.677616,-9.553894
12.888226,-15.3856735
13.610003,-1.1808022
14.016336,-10.139451
7.4197774,-16.24986
15.49567,-8.798701
6.9868436,-16.527582
7.0385914,-15.999
7.4317403,-16.113379
13.554357,-12.90615
15.493525,-8.803626
21.33268,-5.0508127
21.733547,0.55113304
17.87977,-10.68927
6.6009393,-14.724665
11.359156,-14.429018
11.4891615,-15.112884
17.201975,-6.2839804
15.493489,-8.803644
18.63373,-8.4774885
17.879662,-10.689193
13.031457,-15.889587
24.332321,-8.393047
12.836815,-17.333162
16.940437,-5.0270295
22.153183,-9.89232
13.125525,-13.351289
15.282305,-8.575591
13.859981,-12.6350565
13.748848,-8.360427
17.23192,-2.2361743
23.610758,-9.042402
9.408832,-8.784403
17.415953,-10.013911
13.859954,-12.634276
13.860667,-12.635815
13.031632,-15.8895
24.888962,-6.899456
14.983611,-13.691022
14.064926,-9.806897
11.584235,-16.589611
23.075663,-8.343583
13.902898,-15.732849
14.98427,-13.692048
10.203099,-17.270054
14.266343,-17.812336
12.836882,-17.332872
15.0947895,-11.140075
11.584235,-16.58961
