x,y
-2.05202,-26.190607
-9.348668,24.31608
-1.424623,6.425717
-6.9952474,29.496275
12.840243,-8.7557
-9.867612,29.449936
-5.170059,-2.4075851
12.845528,-8.758711
37.28732,2.1760876
-1.4740651,4.56939
2.2662127,-19.663221
2.6728244,-10.712477
-7.291912,-15.158522
-4.9086637,-23.819498
13.290209,-1.0288343
-11.511759,30.726576
3.4821424,-26.031893
2.763645,-20.988844
3.4691439,-4.2491193
-11.986979,27.25854
-2.6044886,10.117781
-1.2131437,-26.989397
-7.8193293,27.999363
1.8834317,11.990386
-8.589231,32.037533
-7.0548716,-19.275967
-5.2397494,29.857979
-9.409549,-22.724085
-11.65075,28.08749
2.6431327,-16.80295
-11.89335,28.486996
-9.3793955,28.797184
-10.492412,28.669434
-9.926445,28.858152
1.845307,-0.851027
1.5998861,0.60938853
-9.90052,28.13447
-7.689611,31.606087
4.6406302,-2.7606232
-10.495726,30.123236
-12.187096,28.725857
36.25406,1.9180126
-10.788068,29.186945
-9.459488,25.897242
-9.452804,29.35081
-6.995254,29.496279
-9.867776,31.145138
-11.317042,27.21559
-12.1833515,27.765942
-9.862677,32.37409
37.98158,2.3003366
-12.845552,28.080418
-11.511746,30.726477
-9.867757,31.145145
-11.630618,23.631435
-5.8699107,-16.238663
-9.686231,27.444874
2.7253897,-9.877608
2.3696065,11.520805
2.5003371,-11.488632
-10.733984,31.718117
-8.322023,28.801794
-8.151498,30.769419
-10.273808,28.225939
36.96247,1.1064718
-6.756634,-1.1786066
-9.383808,28.267603
-5.8350787,-16.461254
-10.465638,29.25564
1.6475204,11.990729
2.3696053,11.520805
-6.4734817,-16.67786
37.88888,1.7429138
-8.851856,31.826736
-6.16195,30.038986
-6.7718506,-2.5449104
-6.387354,-16.240383
-6.9952636,29.496275
-11.39867,27.639576
37.08153,3.1817055
2.1356242,11.734393
2.2266707,-7.5589
2.2052357,-6.4019675
-6.125392,7.1097555
36.043808,0.97825897
2.1016483,-8.3172655
36.7575,1.3267504
-1.7572887,1.8334634
37.67992,1.6126624
36.624485,2.9976926
-9.410468,-22.713501
-6.8802924,7.5272985
-4.8027587,-7.2790575
-6.125386,7.1097527
37.126133,2.341167
-0.53216165,-22.06612
37.71546,2.6154416
-9.994466,25.242792
-5.958976,6.9945164
36.40373,1.7212384
12.174501,3.41446
16.235275,-5.591752
19.998207,21.175758
22.810667,8.721729
14.585079,9.45328
12.902814,-3.9986713
21.081446,-4.0227947
25.784952,11.205974
10.633208,5.6979156
24.245512,3.6633701
18.879866,20.168995
23.060545,5.358215
14.938189,4.18769
26.06205,0.29192695
4.247839,0.8414031
3.8679233,-0.70640683
17.789127,12.235796
21.861353,4.3764033
18.589771,21.636988
20.032925,8.314336
10.633172,5.6979537
18.292425,18.122215
11.928989,0.8713915
21.25955,3.066093
11.702945,11.761361
17.306793,9.881315
5.210478,-0.2597905
20.042233,11.984444
20.032234,8.3136425
4.247725,0.84139144
2.892472,3.6570587
20.741026,12.616185
14.527623,9.229439
26.25127,-1.1071224
11.251825,10.136495
22.701672,-4.846837
22.942167,12.795242
17.845745,17.249777
18.735376,19.153437
2.8661554,-0.050831065
19.993692,21.582983
25.169315,10.671528
25.576046,10.520963
21.234762,14.075007
16.157652,2.4996202
9.35867,-1.7566789
18.292467,18.12226
17.82944,19.210602
17.487938,4.847115
2.866154,-0.05086026
18.019377,5.4460983
20.219488,-7.5385966
-7.6259327,-3.4645438
16.749084,3.3617625
20.044806,18.871162
20.727413,20.581018
11.263602,1.9146078
15.0001745,6.9186735
-26.042473,8.223802
16.017614,15.326666
20.185516,-7.384397
11.4447775,-4.97924
18.735428,19.153288
11.486009,5.9341564
3.8662076,-0.7069481
2.5662136,-2.2725987
24.10809,11.170018
22.667955,-5.043635
11.409842,-4.981733
24.580278,-0.9943205
17.559458,21.079369
19.097506,-1.8715332
20.72741,20.580631
17.331028,20.952658
20.727398,20.580997
17.080818,6.6167383
23.265589,12.378259
19.097328,-1.8713046
20.032324,18.724487
26.501896,2.3403697
9.807381,1.3453472
22.166971,16.263796
3.33507,4.202472
11.262063,1.9148549
11.433295,1.9526142
10.295439,9.473556
28.595686,2.6695204
18.019363,5.4459534
3.8683207,-0.7049851
17.100334,18.21501
3.454137,-2.034638
1.0446948,-3.5386891
3.0225027,3.8301752
20.325588,5.4521403
20.044516,18.871017
20.326061,5.4522896
17.203665,10.955678
20.030869,18.719324
20.106455,4.508849
11.434343,11.317494
-19.849733,-11.759164
-8.827373,15.080379
-30.015285,-5.7588563
-27.14112,7.1406116
-30.88724,-7.089637
-22.362453,-5.992129
-2.7794733,-8.868799
-27.744146,-1.432087
-17.310928,-12.7680855
-20.995861,-12.643206
-13.799722,-9.852409
-20.505516,-12.712149
-20.537859,-13.038804
-20.197401,-10.700149
-16.004456,-11.764984
-19.869041,-12.433537
-26.8664,7.056095
-17.31122,-12.768025
-20.725805,-5.6087246
-1.2829185,-3.6852872
-17.326797,-12.412545
-12.3961,-5.7539873
-22.272537,-5.844948
-17.615175,-8.873445
-16.16823,-10.393397
-17.277483,-10.307912
-17.82961,-14.224942
-15.666304,-9.144028
-15.868577,-8.529423
-15.86822,-8.52982
-15.323106,-9.311094
-25.451921,5.043804
-25.781637,-7.8299546
-16.75674,-9.327204
-15.2565155,-9.246529
-14.220554,-8.111331
-15.533608,-8.797847
-33.311813,-1.0967623
-13.559661,-7.3933353
-13.398978,-8.371841
-21.004108,-9.6313925
-14.583225,-7.5201654
-14.446364,-7.7783904
-14.227348,-8.11102
-14.574883,-7.5047326
-23.9213,-12.740344
-18.180012,-7.445629
-30.408173,9.949629
-23.023905,-7.757751
-19.537075,-1.3564574
-32.617065,-2.6189077
12.662803,-3.3272762
-19.517843,-7.929619
-18.116043,3.5594592
-30.971643,10.507092
-30.648466,-3.0138354
-30.571096,8.351058
-30.570942,8.350865
-18.347462,-8.649162
-23.12197,-2.1355093
-30.960434,8.937784
-9.5842085,-3.6487083
-19.392021,-2.617735
-25.736069,1.9042604
-7.9310203,-3.488064
-33.004623,-3.884721
-32.363693,-4.298551
-21.95842,-4.4923015
-16.896248,-14.138261
-30.12881,-1.2010094
-23.445793,1.1436511
-9.978939,-8.843597
-16.695255,-3.4343314
-3.3926291,18.35621
-28.783833,-3.6463535
-3.39765,18.360613
-20.449535,-3.5164587
-30.493353,9.874982
-31.531368,9.265892
-29.324831,0.89684427
-15.569422,-3.033913
-13.738208,-3.4159234
-14.763003,-2.8715832
-14.763085,-2.871611
-30.58945,7.1513524
-14.762968,-2.8716419
-18.656504,-9.808341
-30.639305,7.1322656
-19.057058,-9.99154
-29.290562,-2.2185705
-28.064787,6.6244435
-10.526985,6.3080635
-17.277542,-10.307882
-33.03506,-2.728404
-23.86509,3.1139898
1.822811,3.3799639
-28.23685,8.400184
-10.504121,6.233358
-11.059698,-6.773977
-33.70309,-5.7514677
18.897068,8.764641
3.86863,-0.7059119
14.750579,7.2981167
14.57456,2.519962
3.7356875,-2.3109276
15.399016,4.3684564
15.094652,7.508599
20.83001,12.813738
18.30953,14.098647
21.030785,1.8338273
16.035862,-0.29331017
18.75683,-4.289347
10.939028,-0.49924973
18.16179,8.486449
13.156563,5.847549
11.251567,10.13635
27.9536,4.61745
16.627584,-5.2095513
21.861351,4.3763933
24.620836,3.8956113
19.055395,-4.343055
12.935416,7.2123003
13.634104,0.8861346
18.30953,14.09865
16.962923,11.009352
14.877171,1.6768482
20.99818,7.2667446
15.029719,2.0658734
14.6426,1.6427683
21.860134,-0.4069604
14.25978,2.2451298
24.09064,-0.17527981
23.119684,7.9643273
22.157991,-1.7941462
19.621521,17.358099
18.551767,0.33100235
21.409555,18.154917
10.939065,-0.49882704
26.427923,2.3348243
17.726902,6.969003
20.035397,8.313761
24.186157,1.17468
25.085642,5.084854
14.264462,1.9562248
27.239998,6.120304
17.692453,6.815929
28.528378,2.9463649
25.202923,8.198991
27.282124,4.2528243
19.394955,0.6056438
17.082989,6.6154156
16.147038,1.4079798
10.257348,3.4548876
16.288378,-0.9872148
22.224575,11.032397
26.18366,1.3807087
19.61354,3.2497702
13.06448,9.861712
17.32875,7.260545
23.119326,7.9648094
16.288115,-0.9875243
23.338161,2.1879632
23.120413,-1.955212
15.261431,7.4644756
11.251558,10.136305
19.64248,-0.7806908
25.0854,1.0006112
17.115105,7.1721144
18.748323,1.0374804
11.415093,1.9522736
18.091194,12.144515
19.0971,-1.8732309
17.028543,-4.981028
22.684687,6.952474
18.47933,0.76690865
18.836735,0.19206876
23.338163,2.187895
20.100098,-4.182955
22.129023,-0.4097578
14.880114,2.422064
21.257715,3.0667524
13.32118,-4.0673103
22.984821,0.41215503
22.126694,-0.40652558
11.941709,4.1161833
13.9953,5.034756
15.1953,6.974001
6.029898,-1.53074
21.259396,3.0661447
13.34094,3.277357
14.271084,-0.34054583
19.61333,3.2495685
13.156498,5.847547
19.286057,0.34890544
24.525742,2.357018
21.861217,4.3763824
21.939203,-0.27474815
19.133657,0.97128576
22.999,3.3837748
16.155428,-2.1897619
6.5584016,-20.167147
6.5584006,-20.167135
-4.141192,-24.558157
5.8765874,-25.726892
-2.1574233,-22.579529
-1.0999612,-22.819323
-1.3054484,-22.612251
-2.2204945,-21.551865
-1.1564782,-24.036613
-1.5521733,-23.084
-1.5516179,-23.080187
-1.1566585,-24.036736
6.8871727,-1.9157699
3.0881758,-14.307628
11.095526,-19.46184
10.783188,-20.122463
10.860762,-19.637798
-1.0078268,-23.001078
-1.7562782,-21.501373
-3.0522578,-24.137651
-3.0523636,-24.137522
-4.38004,-24.997269
2.8466027,-13.29616
2.9282312,-12.3770485
3.2933402,-11.365266
2.918914,-12.408448
7.23208,-21.649487
3.232772,-26.63279
0.19849734,-20.633297
6.7294827,-6.7672796
-0.40003225,-2.8790917
0.023267109,-2.2649539
-0.40070826,-2.878181
0.022823317,-2.2646673
-0.39997256,-2.8792393
13.886951,-21.081722
14.072452,-21.484678
11.791,-20.60235
12.21623,-20.606133
13.467206,-18.77964
13.488716,-19.950945
13.1332035,-19.784914
13.778319,-19.869926
