x,y
6.5474005,-12.4434395
15.06365,-21.501791
-1.5719372,-20.018091
14.204225,-27.725079
-14.96777,9.930155
17.344687,-28.696255
8.286727,-18.656654
-14.968806,9.925935
-22.41568,20.088102
14.5330715,-20.850744
-4.024432,-7.2818723
-2.417087,-1.0687017
10.022798,-9.914
5.6710114,-10.0938835
-16.04655,8.638851
17.69694,-30.679512
-1.3185827,-14.111401
-2.2314508,-9.052372
-5.662371,0.93655324
18.29527,-27.94168
-4.038144,-21.532438
3.4413996,-17.130375
14.851482,-28.684532
-4.8344812,-26.237719
14.32342,-30.612644
2.2648826,-13.946934
11.822694,-26.331285
4.4032044,-14.555236
17.890453,-27.166502
-1.600085,-6.09971
18.020948,-27.554321
16.129227,-28.470604
16.54205,-27.705402
17.200129,-29.086271
-6.8346186,-4.395965
-7.5848045,-4.1377935
16.381397,-29.150145
13.408347,-29.905066
-11.001442,0.37854183
16.934813,-29.961035
18.643562,-27.259472
-23.95847,19.836672
16.925247,-28.423182
16.49184,-25.064175
16.757982,-29.089611
14.283263,-27.544891
15.930017,-30.665127
18.885227,-27.747976
17.570707,-26.927868
15.345736,-31.374825
-22.604418,20.116919
18.411135,-26.498558
17.733156,-30.63204
15.929968,-30.665077
14.876963,-25.182915
9.447019,-11.082627
17.94873,-29.216078
-3.018433,-0.7500969
-4.8835506,-25.671135
-1.9692358,-1.2949176
16.56808,-31.367462
15.368654,-27.280294
13.85096,-29.773767
16.250679,-28.0276
-23.007177,19.357586
8.350169,-17.680859
16.912767,-28.113712
9.094668,-10.966778
16.07773,-28.923107
-4.9830203,-26.307013
-4.8835506,-25.671137
8.848526,-11.006862
-22.49647,20.73152
14.664855,-30.679089
13.206076,-27.31582
-6.255943,-5.045663
9.378294,-10.844215
14.260239,-27.599117
18.68608,-28.313093
-23.933472,20.911879
-4.7959085,-25.878698
-2.5997994,1.3897029
4.754064,1.2260308
1.1446666,-22.363928
-23.842718,18.821318
-3.2766242,1.0465376
-23.248503,19.452192
9.178414,-21.489553
-23.362928,20.455616
-23.51241,21.234316
4.4764895,-14.604111
0.10508196,-22.339012
5.718675,3.6484828
1.1446664,-22.363928
-23.1502,20.42046
1.6145077,-10.404502
-22.844694,20.877115
17.156519,-24.519444
1.314381,-22.370321
-23.728281,19.684977
-16.914125,1.0237049
-11.960527,2.5560634
-31.308167,-11.627916
-30.619724,1.7460126
-19.397947,-2.4763865
-12.648612,5.897331
-21.917313,10.451421
-30.934727,-0.37327373
-26.492897,-4.129773
-27.0657,2.4885862
-32.300667,-10.0112915
-14.208443,-2.7558336
-16.16057,5.7010283
-30.01163,4.7416916
-11.105485,-2.5186977
-9.0610485,-1.5983067
-22.919256,-6.3843136
-24.646019,1.7307938
-30.114971,-12.548201
-26.290422,-1.3140813
-26.49273,-4.129725
-28.340921,-10.268453
-15.805511,4.9901605
-22.86944,1.6325171
-16.963022,-6.2039127
-21.912848,-4.7410216
-9.718703,-3.0830698
-29.176565,-4.017161
-26.290632,-1.3147689
-11.105505,-2.5186954
-10.666607,-5.9828205
-29.415009,-3.4153593
-19.637983,-2.130888
-30.919071,6.2236743
-17.54095,-4.54311
-23.033497,10.875364
-23.366417,-9.366574
-27.49372,-11.003875
-29.314281,-10.367904
-10.148425,-0.9343318
-32.051853,-11.335029
-31.262451,-0.29676858
-31.70048,-0.41371158
-30.30366,-2.8548598
-19.544985,4.618005
-2.6281824,8.653551
-28.341173,-10.268421
-29.0496,-11.093654
-23.286295,-3.729152
-10.148427,-0.93427736
-22.488474,-2.949349
-33.198414,2.529916
6.9417086,3.512875
-16.130775,-7.0069227
-29.934425,-9.552633
-30.970072,-10.985504
-17.092094,3.0531785
-20.820625,-0.4539718
-13.831803,0.6031123
-25.676224,-8.224343
-33.44676,2.5778136
-12.255693,5.875099
-29.314386,-10.367958
-26.494514,-3.6862657
-9.061001,-1.5982308
-7.3351283,-0.4278829
-21.852129,-9.495328
-18.135551,9.5875845
-12.047903,5.8692684
-29.077456,7.406919
-29.100086,-12.527622
-20.72695,6.9782457
-30.970058,-10.985496
-29.03509,-12.652891
-30.970053,-10.985525
-23.032345,-1.1083834
-22.931665,-9.176115
-20.72676,6.9786663
-29.819502,-9.479654
-28.44786,5.7943187
-15.635611,3.0817895
-31.621834,-2.230305
-11.326783,-6.539353
-17.09298,3.1063123
-17.092562,3.0531056
-16.784346,-3.937419
-27.837631,9.506723
-22.488644,-2.9493122
-9.059962,-1.5980026
-27.188475,-10.136595
-8.251187,-0.32281822
-5.015485,5.315027
-11.219124,-6.427242
-16.326544,-1.7062802
-29.934273,-9.552184
-16.326708,-1.7063192
-21.660652,-5.393914
-29.81878,-9.482498
-24.499283,0.84056664
-17.164463,-5.6804147
9.149454,17.543516
8.1087,1.570865
22.41473,15.554617
