x,y
-20.053448,-13.777162
-17.337395,-18.432264
-16.357561,-16.118847
-1.7851335,-19.186878
15.856235,-6.3184953
-3.322716,-15.643555
-14.721402,-6.4903007
15.856235,-6.318489
27.989952,13.392308
-17.438099,-18.18497
-15.544203,-9.849726
-18.662899,-4.2369914
-21.349922,-11.32238
-22.677608,-9.580167
16.085579,-6.261214
-3.8092215,-17.908308
-19.084507,-16.317526
-23.546124,-8.931385
-10.971712,-4.927091
-4.877391,-17.030012
-15.263578,-16.780262
-13.15948,-20.580378
-2.1152923,-20.314339
-18.980232,-11.965331
-0.6558038,1.9409829
-14.793401,-19.009243
-6.9139447,-13.724514
-14.5291395,-11.111702
-2.3731754,-17.681625
-5.89703,-14.718121
-4.5382047,-16.053442
-3.3227122,-15.643554
-4.7991347,-16.869904
-2.4311786,-19.047764
-14.720494,-6.539842
-15.482258,-9.737856
-3.2316444,-16.006634
-5.9027553,-16.615122
-8.443677,0.26061597
-4.185402,-16.6495
-3.048867,-19.199583
29.754389,11.385625
-1.6775305,-19.628908
-5.752117,-16.135923
-1.8422753,-19.989716
-2.5274425,-20.429552
-3.2770236,-20.150988
-4.7925143,-16.83489
-2.3995283,-19.77124
-2.9177213,-17.081827
30.073486,11.264017
-3.4413276,-19.780315
-2.758638,-19.086725
-5.084205,-16.147709
8.90368,-8.864666
-22.435154,-13.561
-2.923175,-20.375435
-12.957954,-8.832385
-19.354973,-12.238651
-18.595509,-4.031452
-2.28648,-15.041657
-2.7835407,-14.766821
-4.8780713,-17.030472
-3.0903807,-16.094242
30.330683,12.271419
-10.971688,-4.927088
-2.7812681,-15.979479
-20.24973,-10.859976
-2.7812386,-15.97919
-18.95413,-12.211014
-19.155678,-12.489794
-20.249699,-10.8600445
27.989954,13.392308
-1.7286355,-14.547052
-3.3687136,-19.412737
-7.4638147,-13.582658
-22.25014,-13.334064
-2.113616,-19.160585
-2.744932,-19.761953
29.656574,11.626044
-19.157614,-12.490982
-6.267522,-14.049064
20.54257,-8.1720915
-15.553115,-16.291811
29.601673,11.889947
-14.744096,-6.5994453
30.019241,12.303085
-7.396635,-2.3302753
30.606848,11.812888
30.31825,11.3653345
-14.37617,-10.880735
-15.022237,-15.887293
20.494194,-7.87035
-15.193232,-15.3795595
29.80304,12.124021
-20.468794,-13.36428
30.566525,11.531166
-6.9236097,-2.8889484
-15.393004,-16.078161
30.507248,12.0830555
34.6528,-1.4979858
20.7862,-4.318942
10.760032,-6.8576193
33.563194,3.4271464
28.982037,2.7072303
31.722143,2.9392934
33.363365,4.269798
32.34389,4.231769
31.416277,3.2245417
34.706543,-0.6652241
10.263765,-5.1271067
29.48296,-5.5699077
19.375402,6.0769053
21.327658,4.64644
25.474127,-8.413827
11.012715,-0.3253698
33.325455,-4.2174377
31.788418,-5.3885565
10.760032,-6.85762
32.891293,3.004619
31.752304,3.4384575
10.968646,-7.9235063
17.997059,6.6441293
28.800293,-6.533832
22.805708,6.3953776
34.866497,0.6930876
25.191795,-8.859046
35.56378,1.0385771
33.136654,3.277997
9.9560585,0.33700228
20.350084,-6.82767
17.13721,0.96946305
30.470058,3.1645792
21.97056,4.775432
32.79532,-3.0967202
34.300446,4.4192467
32.446568,3.7894518
12.485772,-5.7773404
11.69832,-7.0217147
26.968746,-7.720096
12.83583,-5.016071
33.19718,5.5230174
32.519596,5.667483
33.646214,4.545042
33.958138,3.9270487
17.1744,1.0555724
9.887072,-4.733267
11.697455,-7.4993687
23.348518,6.1909213
26.454147,-7.9358206
35.119778,0.4913969
35.690147,2.6310303
13.3924885,3.6188548
21.501297,0.69754356
10.520009,-7.332102
11.301682,-6.8903403
31.381805,-5.541893
29.947542,-1.6268132
-1.7999352,-17.726063
35.3285,2.9968507
