x,y
-18.471348,18.21379
0.62103635,20.596897
-7.597198,17.530832
3.3221815,27.000546
11.231601,9.511902
5.3554616,27.280624
-2.8436635,2.5051951
11.231602,9.511902
11.318397,6.574382
-9.777345,20.594244
-10.99189,11.827209
-3.5320756,4.8206544
-8.763717,5.0144787
-19.05043,15.2454815
11.458891,9.558961
7.278667,25.70658
-11.4891205,19.0902
-13.738793,14.736816
-4.0028768,1.5411483
5.5143075,24.906828
7.3836145,23.537193
-2.199866,27.244251
3.3490126,25.71308
-1.185069,14.229305
5.5698633,20.141146
-8.20193,23.01578
-1.9876163,9.791086
-5.217836,16.706463
3.2475932,23.159964
2.433348,21.39858
4.784317,22.077845
5.349347,27.751617
5.921725,25.615414
4.4072695,25.309757
-2.9662156,1.5832975
-5.090912,3.3099897
5.890206,27.717052
6.135466,23.668867
-4.753938,0.40473175
3.4693544,22.456886
4.221289,26.5887
9.756785,6.568485
4.5876236,26.193817
5.03618,22.248653
2.8201203,25.69135
3.1898465,25.083801
3.719534,24.839617
5.843962,25.083786
2.8697364,26.384842
4.969191,21.36246
10.577681,5.2099757
3.4332325,26.384926
4.2783666,24.8513
6.780194,27.85485
8.361231,25.743486
-12.492049,5.7434454
3.8463473,27.003788
-3.8046832,5.3700085
0.1728121,14.055974
-5.8464966,7.416425
5.522251,28.715803
4.950986,29.22551
5.683999,25.628141
6.1183276,27.112003
10.5135355,5.9530087
-4.002639,1.5404373
5.751777,27.019562
-11.506376,5.514265
4.924994,27.794922
-0.5995011,14.083689
-0.6416179,14.229096
-11.5064,5.515617
11.470352,6.1469173
5.157072,20.91957
3.945001,26.128794
-0.39460605,8.151302
-11.984522,5.4815035
3.8571053,25.54585
4.5550795,25.799541
10.234478,6.7107005
-0.6416402,14.229063
-1.7746007,9.80705
-1.2943913,3.662425
-7.4059677,21.615255
9.67597,5.3523545
-4.524314,5.153554
10.764783,5.5282664
-3.477722,0.58758163
9.499849,6.2200956
10.051491,5.8566723
-5.14413,16.599218
-7.254311,21.978878
-0.6643477,5.606476
-6.9366717,21.231668
10.426831,6.4013915
-12.3487015,14.906146
9.380052,5.7752714
-1.8769419,2.8424993
-7.0942144,21.161037
10.0724125,5.140286
28.120667,-16.241686
12.321196,-2.5276334
22.589876,8.426249
30.660252,-5.121718
31.128641,-7.8928394
32.738434,-5.7909207
15.68989,4.7217207
18.820278,2.7843907
29.753077,-7.4903054
26.306797,-2.5711727
26.0387,3.44106
17.074635,-5.3276553
16.45217,-7.1623287
15.781545,-8.937371
-0.07533692,-2.2199323
-2.20189,-1.1413907
30.977707,-13.029991
32.0389,-10.004941
22.589884,8.4262495
30.114399,-5.3103614
30.24578,-7.0903587
24.933968,6.899215
20.367332,-0.12745208
21.512138,-13.690983
20.15002,-0.067426644
29.224888,-3.1266832
-0.85760653,-1.5270967
30.512112,-1.2016038
30.446863,-5.156061
-3.6184044,-3.5101702
-0.21530207,-4.4650292
23.292036,-3.2559795
30.923916,-7.128923
17.870695,-12.434691
28.234283,-16.096918
14.421004,-9.598513
24.389698,-3.9627895
25.887018,3.856268
23.669888,4.5250382
1.1269051,-3.4471655
21.711279,3.8159852
17.559183,3.7440846
17.344667,3.2380614
16.881464,2.6624687
15.619049,4.5767636
22.832588,-2.942705
26.614065,3.0848055
24.349472,6.549049
16.54289,-7.8905125
-0.24070857,-3.921569
29.573912,-2.7882445
25.7183,1.673044
2.6245697,5.289483
14.145282,-11.486419
25.293598,6.928935
23.728146,4.328635
30.444853,-10.262376
28.88601,-10.913016
1.0941277,23.99485
24.96227,-2.92991
21.400877,-4.2127724
21.879425,-0.76820415
23.154953,4.7269373
23.687473,-2.515822
0.06573493,-3.3551292
0.72882557,-1.7074146
18.588247,-11.772455
24.785755,-0.7574089
27.549421,-0.35314342
25.505108,-0.71367335
23.724297,0.9664345
28.117016,-17.670242
23.873291,3.8327236
25.51453,7.0267205
22.905285,6.321327
27.728933,1.7142044
23.41485,-0.48443523
19.970196,-3.3302238
26.038698,3.4410477
14.694903,-9.6107855
13.525866,-6.780234
17.312122,5.423003
2.1971743,-1.2188922
17.171785,-4.095787
21.235065,-2.8260772
19.226797,-0.3583361
14.241178,-3.686993
26.125193,-17.935577
-0.0753163,-2.2199087
25.268263,4.52423
-5.6602736,1.5024029
22.083828,1.2590932
1.2855083,-1.2786182
30.563997,-9.585847
22.137068,4.167067
30.563946,-9.585837
32.493694,-8.8080435
23.061167,6.0852556
31.061049,-9.227513
20.18303,0.8243651
-16.802277,-13.47515
2.3491163,6.7050138
-11.574131,-5.773148
-27.404287,-4.728629
-24.064213,-6.1758413
-15.338479,-9.8123
-17.633532,-7.2658086
-22.098597,-19.344103
-13.140231,0.5651527
-14.525333,-11.420255
-11.990456,-4.0762353
-14.167424,-12.182793
-14.167704,-12.183249
-17.258894,-13.167884
-11.126262,-2.0922184
-14.167413,-12.182802
-28.93322,-2.9538436
-13.136646,-0.37845862
-19.925642,-3.0246577
-4.0024967,1.541369
-12.664882,-2.035884
-10.262566,-4.150415
-16.839079,-1.7761936
-14.161627,-4.451809
-9.740404,-2.2179532
-12.664891,-2.0358877
-15.103701,-2.3463356
-11.990284,-4.0759597
-13.63682,-0.41691193
-13.697938,-0.3048113
-13.551219,0.56920123
-22.968351,-3.783025
-29.56767,-9.378959
-12.920664,-0.1636523
-14.750677,0.21678397
-13.650548,0.24479796
-13.466083,-1.9064946
-27.672037,-9.047457
-12.900062,0.24474722
-16.17468,-2.2084537
-22.910212,-20.794884
-11.12637,-2.0955937
-9.740479,-2.217961
-11.112446,-1.9540191
-11.114771,-1.970844
-28.722874,-16.482725
-17.73478,1.2760547
-21.659145,-4.5593405
-18.659966,-5.5125966
-19.279102,-19.756548
-29.921999,-6.748966
-22.733032,-10.131544
-14.111703,-5.293852
-24.693594,-9.2964945
-26.148636,0.94428784
-24.511663,-7.924704
-20.644144,-2.4418323
-23.073492,-3.7247398
-14.510272,-4.0206237
-31.867273,-11.710547
-20.954975,-3.069031
-17.51547,-8.80186
-22.155272,-0.01977226
-29.58422,-7.633902
-4.002788,1.5404375
-28.685028,-7.6583395
-28.799568,-11.462702
-20.941938,-17.557264
-15.292054,-4.319306
-25.908304,-8.304379
-24.179523,0.5700082
-12.938321,-9.81687
-23.646408,-0.5700277
-7.2964473,-11.2560835
-24.955288,-2.7863412
-7.277822,-11.251646
-23.509523,-0.14091052
-21.663403,-4.679833
-21.735836,-17.88475
-26.61166,-3.5604482
-26.532927,-2.0250802
-19.406595,0.31724352
-22.338087,1.0766004
-23.008183,0.42363882
-25.552559,-4.249784
-26.506618,-1.8883375
-17.50205,-2.5708785
-20.915623,-0.80349517
-16.642532,-2.017893
-25.949558,-10.880923
-26.184322,-6.4790773
-28.577868,-0.51169544
-12.584624,-3.5451493
-31.974207,-9.68109
-17.7481,-7.5562344
-13.998518,-15.90529
2.2962863,6.624887
-9.838751,-7.5510764
-10.325611,-7.2518377
-22.930912,-8.664487
23.028013,-1.333827
-2.404464,-1.4612545
23.958858,-1.965107
17.159225,-1.9232908
4.8907685,-2.5027723
20.296824,-1.4475447
18.599897,-4.128112
22.6236,-3.5258727
22.907782,-2.9269886
25.397867,-6.9299827
20.897207,-4.76702
21.8792,-0.76851547
14.213606,-2.6823423
16.521269,1.7661096
19.24921,-4.092653
21.244402,-1.5577058
28.847832,-10.91694
12.936104,5.8758593
30.325756,-13.1289425
22.868097,-5.6111655
14.0534315,-3.2002275
21.93647,-2.2348251
11.811373,-3.3801415
23.26239,-3.398051
24.339314,-13.471776
18.33119,-2.3040874
23.59503,-5.1491165
